#Counts,#Real temp,#Real temp,#Errors
54700,34.38,307.38,1
54750,34.38,307.38,1
54800,34.38,307.38,1
54850,34.38,307.38,1
54900,34.38,307.38,1
54950,34.31,307.31,1
55000,34.31,307.31,1
55050,34.31,307.31,1
55100,34.31,307.31,1
55150,34.25,307.25,1
55200,34.25,307.25,1
55250,34.25,307.25,1
55300,34.25,307.25,1
55350,34.25,307.25,1
55400,34.19,307.19,1
55450,34.25,307.25,1
55500,34.19,307.19,1
55550,34.19,307.19,1
55600,34.19,307.19,1
55650,34.19,307.19,1
55700,34.13,307.13,1
55750,34.13,307.13,1
55800,34.13,307.13,1
55850,34.13,307.13,1
55900,34.13,307.13,1
55950,34.13,307.13,1
56000,34.06,307.06,1
56050,34.06,307.06,1
56100,34.06,307.06,1
56150,34.06,307.06,1
56200,34,307,1
56250,34.06,307.06,1
56300,34,307,1
56350,34,307,1
56400,34,307,1
56450,34,307,1
56500,33.94,306.94,1
56550,34,307,1
56600,33.94,306.94,1
56650,33.94,306.94,1
56700,33.94,306.94,1
56750,33.94,306.94,1
56800,33.94,306.94,1
56850,33.94,306.94,1
56900,33.88,306.88,1
56950,33.88,306.88,1
57000,33.88,306.88,1
57050,33.88,306.88,1
57100,33.88,306.88,1
57150,33.88,306.88,1
57200,33.88,306.88,1
57250,33.81,306.81,1
57300,33.81,306.81,1
57350,33.81,306.81,1
57400,33.81,306.81,1
57450,33.81,306.81,1
57500,33.81,306.81,1
57550,33.75,306.75,1
57600,33.75,306.75,1
57650,33.75,306.75,1
57700,33.75,306.75,1
57750,33.75,306.75,1
57800,33.75,306.75,1
57850,33.69,306.69,1
57900,33.69,306.69,1
57950,33.69,306.69,1
58000,33.69,306.69,1
58050,33.69,306.69,1
58100,33.63,306.63,1
58150,33.63,306.63,1
58200,33.63,306.63,1
58250,33.63,306.63,1
58300,33.63,306.63,1
58350,33.56,306.56,1
58400,33.56,306.56,1
58450,33.56,306.56,1
58500,33.56,306.56,1
58550,33.56,306.56,1
58600,33.56,306.56,1
58650,33.56,306.56,1
58700,33.56,306.56,1
58750,33.5,306.5,1
58800,33.5,306.5,1
58850,33.5,306.5,1
58900,33.5,306.5,1
58950,33.5,306.5,1
59000,33.5,306.5,1
59050,33.44,306.44,1
59100,33.44,306.44,1
59150,33.44,306.44,1
59200,33.38,306.38,1
59250,33.38,306.38,1
59300,33.38,306.38,1
59350,33.38,306.38,1
59400,33.38,306.38,1
59450,33.31,306.31,1
59500,33.31,306.31,1
59550,33.31,306.31,1
59600,33.31,306.31,1
59650,33.31,306.31,1
59700,33.31,306.31,1
59750,33.31,306.31,1
59800,33.25,306.25,1
59850,33.25,306.25,1
59900,33.25,306.25,1
59950,33.25,306.25,1
60000,33.25,306.25,1
60050,33.19,306.19,1
60100,33.19,306.19,1
60150,33.19,306.19,1
60200,33.19,306.19,1
60250,33.19,306.19,1
60300,33.19,306.19,1
60350,33.13,306.13,1
60400,33.13,306.13,1
60450,33.13,306.13,1
60500,33.13,306.13,1
60550,33.13,306.13,1
60600,33.13,306.13,1
60650,33.13,306.13,1
60700,33.13,306.13,1
60750,33.06,306.06,1
60800,33.06,306.06,1
60850,33.06,306.06,1
60900,33.06,306.06,1
60950,33.06,306.06,1
61000,33.06,306.06,1
61050,33.06,306.06,1
61100,33.06,306.06,1
61150,33.06,306.06,1
61200,33.06,306.06,1
61250,33,306,1
61300,33,306,1
61350,33,306,1
61400,33,306,1
61450,33,306,1
61500,33,306,1
61550,33,306,1
61600,32.94,305.94,1
61650,32.94,305.94,1
61700,32.94,305.94,1
61750,32.94,305.94,1
61800,32.94,305.94,1
61850,32.94,305.94,1
61900,32.94,305.94,1
61950,32.88,305.88,1
62000,32.88,305.88,1
62050,32.88,305.88,1
62100,32.88,305.88,1
62150,32.88,305.88,1
62200,32.81,305.81,1
62250,32.81,305.81,1
62300,32.81,305.81,1
62350,32.81,305.81,1
62400,32.81,305.81,1
62450,32.81,305.81,1
62500,32.81,305.81,1
62550,32.81,305.81,1
62600,32.75,305.75,1
62650,32.81,305.81,1
62700,32.75,305.75,1
62750,32.75,305.75,1
62800,32.75,305.75,1
62850,32.75,305.75,1
62900,32.75,305.75,1
62950,32.69,305.69,1
63000,32.69,305.69,1
63050,32.69,305.69,1
63100,32.69,305.69,1
63150,32.69,305.69,1
63200,32.63,305.63,1
63250,32.63,305.63,1
63300,32.63,305.63,1
63350,32.63,305.63,1
63400,32.63,305.63,1
63450,32.63,305.63,1
63500,32.63,305.63,1
63550,32.63,305.63,1
63600,32.63,305.63,1
63650,32.56,305.56,1
63700,32.56,305.56,1
63750,32.56,305.56,1
63800,32.56,305.56,1
63850,32.56,305.56,1
63900,32.56,305.56,1
63950,32.5,305.5,1
64000,32.5,305.5,1
64050,32.5,305.5,1
64100,32.5,305.5,1
64150,32.5,305.5,1
64200,32.5,305.5,1
64250,32.44,305.44,1
64300,32.5,305.5,1
64350,32.44,305.44,1
64400,32.44,305.44,1
64450,32.44,305.44,1
64500,32.44,305.44,1
64550,32.44,305.44,1
64600,32.38,305.38,1
64650,32.38,305.38,1
64700,32.38,305.38,1
64750,32.38,305.38,1
64800,32.31,305.31,1
64850,32.31,305.31,1
64900,32.31,305.31,1
64950,32.31,305.31,1
65000,32.31,305.31,1
65050,32.31,305.31,1
65100,32.31,305.31,1
65150,32.25,305.25,1
65200,32.25,305.25,1
65250,32.31,305.31,1
65300,32.31,305.31,1
65350,32.25,305.25,1
65400,32.25,305.25,1
65450,32.25,305.25,1
65500,32.25,305.25,1
65550,32.25,305.25,1
65600,32.25,305.25,1
65650,32.25,305.25,1
65700,32.19,305.19,1
65750,32.19,305.19,1
65800,32.19,305.19,1
65850,32.19,305.19,1
65900,32.19,305.19,1
65950,32.19,305.19,1
66000,32.19,305.19,1
66050,32.19,305.19,1
66100,32.19,305.19,1
66150,32.13,305.13,1
66200,32.13,305.13,1
66250,32.13,305.13,1
66300,32.13,305.13,1
66350,32.13,305.13,1
66400,32.13,305.13,1
66450,32.06,305.06,1
66500,32.06,305.06,1
66550,32.06,305.06,1
66600,32.06,305.06,1
66650,32.06,305.06,1
66700,32.06,305.06,1
66750,32.06,305.06,1
66800,32,305,1
66850,32,305,1
66900,32,305,1
66950,32,305,1
67000,32,305,1
67050,32,305,1
67100,31.94,304.94,1
67150,32,305,1
67200,32,305,1
67250,31.94,304.94,1
67300,31.94,304.94,1
67350,31.94,304.94,1
67400,31.94,304.94,1
67450,31.94,304.94,1
67500,31.87,304.87,1
67550,31.87,304.87,1
67600,31.87,304.87,1
67650,31.94,304.94,1
67700,31.87,304.87,1
67750,31.87,304.87,1
67800,31.87,304.87,1
67850,31.87,304.87,1
67900,31.87,304.87,1
67950,31.81,304.81,1
68000,31.81,304.81,1
68050,31.81,304.81,1
68100,31.81,304.81,1
68150,31.81,304.81,1
68200,31.81,304.81,1
68250,31.81,304.81,1
68300,31.81,304.81,1
68350,31.81,304.81,1
68400,31.75,304.75,1
68450,31.75,304.75,1
68500,31.75,304.75,1
68550,31.75,304.75,1
68600,31.75,304.75,1
68650,31.75,304.75,1
68700,31.75,304.75,1
68750,31.69,304.69,1
68800,31.69,304.69,1
68850,31.69,304.69,1
68900,31.69,304.69,1
68950,31.69,304.69,1
69000,31.69,304.69,1
69050,31.69,304.69,1
69100,31.69,304.69,1
69150,31.69,304.69,1
69200,31.69,304.69,1
69250,31.62,304.62,1
69300,31.62,304.62,1
69350,31.62,304.62,1
69400,31.62,304.62,1
69450,31.62,304.62,1
69500,31.56,304.56,1
69550,31.56,304.56,1
69600,31.56,304.56,1
69650,31.56,304.56,1
69700,31.56,304.56,1
69750,31.56,304.56,1
69800,31.56,304.56,1
69850,31.56,304.56,1
69900,31.56,304.56,1
69950,31.56,304.56,1
70000,31.56,304.56,1
70050,31.56,304.56,1
70100,31.56,304.56,1
70150,31.56,304.56,1
70200,31.56,304.56,1
70250,31.56,304.56,1
70300,31.56,304.56,1
70350,31.56,304.56,1
70400,31.56,304.56,1
70450,31.5,304.5,1
70500,31.5,304.5,1
70550,31.5,304.5,1
70600,31.56,304.56,1
70650,31.5,304.5,1
70700,31.5,304.5,1
70750,31.5,304.5,1
70800,31.5,304.5,1
70850,31.5,304.5,1
70900,31.44,304.44,1
70950,31.44,304.44,1
71000,31.44,304.44,1
71050,31.44,304.44,1
71100,31.44,304.44,1
71150,31.37,304.37,1
71200,31.37,304.37,1
71250,31.37,304.37,1
71300,31.37,304.37,1
71350,31.37,304.37,1
71400,31.31,304.31,1
71450,31.31,304.31,1
71500,31.31,304.31,1
71550,31.31,304.31,1
71600,31.31,304.31,1
71650,31.31,304.31,1
71700,31.31,304.31,1
71750,31.31,304.31,1
71800,31.31,304.31,1
71850,31.31,304.31,1
71900,31.31,304.31,1
71950,31.25,304.25,1
72000,31.31,304.31,1
72050,31.25,304.25,1
72100,31.25,304.25,1
72150,31.25,304.25,1
72200,31.25,304.25,1
72250,31.25,304.25,1
72300,31.25,304.25,1
72350,31.25,304.25,1
72400,31.25,304.25,1
72450,31.19,304.19,1
72500,31.19,304.19,1
72550,31.19,304.19,1
72600,31.19,304.19,1
72650,31.19,304.19,1
72700,31.19,304.19,1
72750,31.19,304.19,1
72800,31.12,304.12,1
72850,31.19,304.19,1
72900,31.12,304.12,1
72950,31.12,304.12,1
73000,31.12,304.12,1
73050,31.12,304.12,1
73100,31.12,304.12,1
73150,31.12,304.12,1
73200,31.06,304.06,1
73250,31.12,304.12,1
73300,31.06,304.06,1
73350,31.06,304.06,1
73400,31.06,304.06,1
73450,31.06,304.06,1
73500,31.06,304.06,1
73550,31.06,304.06,1
73600,31.06,304.06,1
73650,31.06,304.06,1
73700,31,304,1
73750,31.06,304.06,1
73800,31.06,304.06,1
73850,31,304,1
73900,31,304,1
73950,31,304,1
74000,31,304,1
74050,31,304,1
74100,31,304,1
74150,31,304,1
74200,30.94,303.94,1
74250,30.94,303.94,1
74300,30.94,303.94,1
74350,30.94,303.94,1
74400,30.94,303.94,1
74450,30.94,303.94,1
74500,30.94,303.94,1
74550,30.87,303.87,1
74600,30.87,303.87,1
74650,30.87,303.87,1
74700,30.87,303.87,1
74750,30.87,303.87,1
74800,30.87,303.87,1
74850,30.87,303.87,1
74900,30.87,303.87,1
74950,30.87,303.87,1
75000,30.87,303.87,1
75050,30.81,303.81,1
75100,30.81,303.81,1
75150,30.81,303.81,1
75200,30.81,303.81,1
75250,30.81,303.81,1
75300,30.81,303.81,1
75350,30.81,303.81,1
75400,30.81,303.81,1
75450,30.75,303.75,1
75500,30.75,303.75,1
75550,30.75,303.75,1
75600,30.75,303.75,1
75650,30.69,303.69,1
75700,30.75,303.75,1
75750,30.75,303.75,1
75800,30.69,303.69,1
75850,30.75,303.75,1
75900,30.69,303.69,1
75950,30.69,303.69,1
76000,30.69,303.69,1
76050,30.69,303.69,1
76100,30.69,303.69,1
76150,30.69,303.69,1
76200,30.62,303.62,1
76250,30.62,303.62,1
76300,30.62,303.62,1
76350,30.62,303.62,1
76400,30.62,303.62,1
76450,30.62,303.62,1
76500,30.62,303.62,1
76550,30.62,303.62,1
76600,30.56,303.56,1
76650,30.62,303.62,1
76700,30.56,303.56,1
76750,30.56,303.56,1
76800,30.56,303.56,1
76850,30.56,303.56,1
76900,30.56,303.56,1
76950,30.56,303.56,1
77000,30.56,303.56,1
77050,30.5,303.5,1
77100,30.5,303.5,1
77150,30.56,303.56,1
77200,30.5,303.5,1
77250,30.5,303.5,1
77300,30.5,303.5,1
77350,30.5,303.5,1
77400,30.5,303.5,1
77450,30.5,303.5,1
77500,30.5,303.5,1
77550,30.5,303.5,1
77600,30.44,303.44,1
77650,30.44,303.44,1
77700,30.5,303.5,1
77750,30.44,303.44,1
77800,30.44,303.44,1
77850,30.44,303.44,1
77900,30.44,303.44,1
77950,30.44,303.44,1
78000,30.44,303.44,1
78050,30.44,303.44,1
78100,30.37,303.37,1
78150,30.37,303.37,1
78200,30.37,303.37,1
78250,30.31,303.31,1
78300,30.37,303.37,1
78350,30.37,303.37,1
78400,30.37,303.37,1
78450,30.31,303.31,1
78500,30.37,303.37,1
78550,30.31,303.31,1
78600,30.31,303.31,1
78650,30.31,303.31,1
78700,30.31,303.31,1
78750,30.31,303.31,1
78800,30.31,303.31,1
78850,30.31,303.31,1
78900,30.31,303.31,1
78950,30.31,303.31,1
79000,30.25,303.25,1
79050,30.31,303.31,1
79100,30.25,303.25,1
79150,30.25,303.25,1
79200,30.25,303.25,1
79250,30.25,303.25,1
79300,30.25,303.25,1
79350,30.19,303.19,1
79400,30.25,303.25,1
79450,30.19,303.19,1
79500,30.19,303.19,1
79550,30.25,303.25,1
79600,30.19,303.19,1
79650,30.19,303.19,1
79700,30.19,303.19,1
79750,30.19,303.19,1
79800,30.19,303.19,1
79850,30.19,303.19,1
79900,30.19,303.19,1
79950,30.19,303.19,1
80000,30.12,303.12,1
80050,30.12,303.12,1
80100,30.12,303.12,1
80150,30.12,303.12,1
80200,30.12,303.12,1
80250,30.12,303.12,1
80300,30.12,303.12,1
80350,30.12,303.12,1
80400,30.06,303.06,1
80450,30.06,303.06,1
80500,30.06,303.06,1
80550,30.06,303.06,1
80600,30.06,303.06,1
80650,30.06,303.06,1
80700,30.06,303.06,1
80750,30.06,303.06,1
80800,30.06,303.06,1
80850,30,303,1
80900,30.06,303.06,1
80950,30.06,303.06,1
81000,30,303,1
81050,30,303,1
81100,30,303,1
81150,30,303,1
81200,30,303,1
81250,30,303,1
81300,30,303,1
81350,30,303,1
81400,29.94,302.94,1
81450,30,303,1
81500,29.94,302.94,1
81550,29.94,302.94,1
81600,29.94,302.94,1
81650,29.94,302.94,1
81700,29.94,302.94,1
81750,29.94,302.94,1
81800,29.94,302.94,1
81850,29.87,302.87,1
81900,29.87,302.87,1
81950,29.87,302.87,1
82000,29.87,302.87,1
82050,29.87,302.87,1
82100,29.81,302.81,1
82150,29.87,302.87,1
82200,29.87,302.87,1
82250,29.81,302.81,1
82300,29.81,302.81,1
82350,29.81,302.81,1
82400,29.81,302.81,1
82450,29.81,302.81,1
82500,29.81,302.81,1
82550,29.81,302.81,1
82600,29.75,302.75,1
82650,29.81,302.81,1
82700,29.75,302.75,1
82750,29.75,302.75,1
82800,29.75,302.75,1
82850,29.75,302.75,1
82900,29.75,302.75,1
82950,29.75,302.75,1
83000,29.75,302.75,1
83050,29.75,302.75,1
83100,29.69,302.69,1
83150,29.69,302.69,1
83200,29.69,302.69,1
83250,29.69,302.69,1
83300,29.69,302.69,1
83350,29.69,302.69,1
83400,29.69,302.69,1
83450,29.62,302.62,1
83500,29.69,302.69,1
83550,29.69,302.69,1
